month,lat,lng,temp
May,42.25,-124.25,12.9
May,42.75,-124.25,13.35
May,43.25,-124.25,14.45
May,43.75,-124.25,13.45
May,44.25,-124.25,13.0
May,44.75,-124.25,13.2
May,45.25,-124.25,12.45
May,46.25,-124.25,12.85
May,46.75,-124.25,13.05
May,47.25,-124.25,13.0
May,47.75,-124.25,12.2
May,48.25,-124.25,11.8
May,48.75,-124.25,11.8
May,49.25,-124.25,12.9
Nov,39.75,-124.25,11.149999999999999
Nov,40.25,-124.25,11.2
Nov,40.75,-124.25,11.850000000000001
Nov,41.25,-124.25,10.45
Nov,41.75,-124.25,10.05
Nov,42.25,-124.25,9.25
Nov,42.75,-124.25,8.85
Nov,43.25,-124.25,9.65
Nov,43.75,-124.25,9.45
Nov,44.25,-124.25,8.5
Nov,44.75,-124.25,8.8
Nov,45.25,-124.25,8.3
Nov,46.25,-124.25,8.3
Nov,46.75,-124.25,8.0
Nov,47.25,-124.25,8.0
Nov,47.75,-124.25,7.1
Nov,48.25,-124.25,6.4
Nov,48.75,-124.25,4.9
Nov,49.25,-124.25,5.1
Oct,39.75,-124.25,12.85
Oct,40.25,-124.25,12.7
Oct,40.75,-124.25,12.7
Oct,41.25,-124.25,13.25
Oct,41.75,-124.25,12.5
Oct,42.25,-124.25,11.55
Oct,42.75,-124.25,11.350000000000001
Oct,43.25,-124.25,12.25
Oct,43.75,-124.25,11.5
Oct,44.25,-124.25,10.7
Oct,44.75,-124.25,10.7
Oct,45.25,-124.25,10.25
Oct,46.25,-124.25,10.35
Oct,46.75,-124.25,10.25
Oct,47.25,-124.25,10.4
Oct,47.75,-124.25,9.5
Oct,48.25,-124.25,8.8
Oct,48.75,-124.25,7.8999999999999995
Oct,49.25,-124.25,8.1
Sep,39.75,-124.25,14.95
Sep,40.25,-124.25,15.05
Sep,40.75,-124.25,14.649999999999999
Sep,41.25,-124.25,16.8
Sep,41.75,-124.25,16.15
Sep,42.25,-124.25,15.05
Sep,42.75,-124.25,15.25
Sep,43.25,-124.25,16.45
Sep,43.75,-124.25,15.2
Sep,44.25,-124.25,14.3
Sep,44.75,-124.25,14.100000000000001
Sep,45.25,-124.25,13.6
Sep,46.25,-124.25,14.05
Sep,46.75,-124.25,14.35
Sep,47.25,-124.25,14.35
Sep,47.75,-124.25,13.5
Sep,48.25,-124.25,13.25
Sep,48.75,-124.25,13.2
Sep,49.25,-124.25,13.7
Apr,38.75,-123.75,13.1
Apr,39.25,-123.75,13.9
Apr,39.75,-123.75,12.3
Apr,40.25,-123.75,11.2
Apr,40.75,-123.75,10.2
Apr,41.25,-123.75,9.9
Apr,41.75,-123.75,8.5
Apr,42.25,-123.75,9.2
Apr,42.75,-123.75,9.4
Apr,43.25,-123.75,10.3
Apr,43.75,-123.75,10.5
Apr,44.25,-123.75,10.05
Apr,44.75,-123.75,9.5
Apr,45.25,-123.75,9.399999999999999
Apr,45.75,-123.75,8.899999999999999
Apr,46.25,-123.75,9.45
Apr,46.75,-123.75,9.55
Apr,47.25,-123.75,9.399999999999999
Apr,47.75,-123.75,7.9
Apr,48.25,-123.75,8.35
Apr,48.75,-123.75,8.25
Apr,49.25,-123.75,8.95
Aug,38.75,-123.75,18.25
Aug,39.25,-123.75,21.049999999999997
Aug,39.75,-123.75,19.65
Aug,40.25,-123.75,18.6
Aug,40.75,-123.75,17.75
Aug,41.25,-123.75,18.200000000000003
Aug,41.75,-123.75,17.6
Aug,42.25,-123.75,18.2
Aug,42.75,-123.75,18.549999999999997
Aug,43.25,-123.75,19.35
Aug,43.75,-123.75,19.35
Aug,44.25,-123.75,18.950000000000003
Aug,44.75,-123.75,18.25
Aug,45.25,-123.75,17.75
Aug,45.75,-123.75,16.85
Aug,46.25,-123.75,17.049999999999997
Aug,46.75,-123.75,17.2
Aug,47.25,-123.75,16.9
Aug,47.75,-123.75,15.7
Aug,48.25,-123.75,16.15
Aug,48.75,-123.75,18.1
Aug,49.25,-123.75,18.4
Dec,38.75,-123.75,10.1
Dec,39.25,-123.75,10.649999999999999
Dec,39.75,-123.75,9.5
Dec,40.25,-123.75,8.6
Dec,40.75,-123.75,7.6
Dec,41.25,-123.75,6.55
Dec,41.75,-123.75,4.65
Dec,42.25,-123.75,4.800000000000001
Dec,42.75,-123.75,5.0
Dec,43.25,-123.75,5.85
Dec,43.75,-123.75,6.15
Dec,44.25,-123.75,5.9
Dec,44.75,-123.75,5.800000000000001
Dec,45.25,-123.75,5.95
Dec,45.75,-123.75,5.8
Dec,46.25,-123.75,6.2
Dec,46.75,-123.75,6.15
Dec,47.25,-123.75,5.8
Dec,47.75,-123.75,4.75
Dec,48.25,-123.75,5.0
Dec,48.75,-123.75,3.9
Dec,49.25,-123.75,3.8
Feb,38.75,-123.75,8.7
Feb,39.25,-123.75,9.4
Feb,39.75,-123.75,7.9
Feb,40.25,-123.75,6.85
Feb,40.75,-123.75,5.7
Feb,41.25,-123.75,4.85
Feb,41.75,-123.75,2.95
Feb,42.25,-123.75,3.4
Feb,42.75,-123.75,3.4000000000000004
Feb,43.25,-123.75,4.1
Feb,43.75,-123.75,4.4
Feb,44.25,-123.75,3.65
Feb,44.75,-123.75,3.45
Feb,45.25,-123.75,3.45
Feb,45.75,-123.75,3.15
Feb,46.25,-123.75,3.5999999999999996
Feb,46.75,-123.75,3.5
Feb,47.25,-123.75,3.3
Feb,47.75,-123.75,2.05
Feb,48.25,-123.75,2.15
Feb,48.75,-123.75,0.5499999999999999
Feb,49.25,-123.75,0.6
Jan,38.75,-123.75,11.25
Jan,39.25,-123.75,11.75
Jan,39.75,-123.75,10.55
Jan,40.25,-123.75,9.5
Jan,40.75,-123.75,8.3
Jan,41.25,-123.75,7.4
Jan,41.75,-123.75,5.7
Jan,42.25,-123.75,5.75
Jan,42.75,-123.75,5.9
Jan,43.25,-123.75,6.8
Jan,43.75,-123.75,6.9
Jan,44.25,-123.75,6.8
Jan,44.75,-123.75,6.7
Jan,45.25,-123.75,6.8
Jan,45.75,-123.75,6.65
Jan,46.25,-123.75,7.05
Jan,46.75,-123.75,6.8
Jan,47.25,-123.75,6.75
Jan,47.75,-123.75,5.5
Jan,48.25,-123.75,5.4
Jan,48.75,-123.75,4.35
Jan,49.25,-123.75,4.35
Jul,38.75,-123.75,18.4
Jul,39.25,-123.75,21.3
Jul,39.75,-123.75,20.0
Jul,40.25,-123.75,18.85
Jul,40.75,-123.75,17.95
Jul,41.25,-123.75,18.35
Jul,41.75,-123.75,17.85
Jul,42.25,-123.75,18.35
Jul,42.75,-123.75,18.4
Jul,43.25,-123.75,19.0
Jul,43.75,-123.75,19.0
Jul,44.25,-123.75,18.6
Jul,44.75,-123.75,17.75
Jul,45.25,-123.75,17.35
Jul,45.75,-123.75,16.45
Jul,46.25,-123.75,16.65
Jul,46.75,-123.75,16.85
Jul,47.25,-123.75,16.5
Jul,47.75,-123.75,15.3
Jul,48.25,-123.75,15.95
Jul,48.75,-123.75,17.9
Jul,49.25,-123.75,18.2
Jun,38.75,-123.75,17.05
Jun,39.25,-123.75,19.05
Jun,39.75,-123.75,17.7
Jun,40.25,-123.75,16.55
Jun,40.75,-123.75,15.600000000000001
Jun,41.25,-123.75,15.850000000000001
Jun,41.75,-123.75,14.75
Jun,42.25,-123.75,15.35
Jun,42.75,-123.75,15.3
Jun,43.25,-123.75,15.9
Jun,43.75,-123.75,15.9
Jun,44.25,-123.75,15.3
Jun,44.75,-123.75,14.600000000000001
Jun,45.25,-123.75,14.35
Jun,45.75,-123.75,13.65
Jun,46.25,-123.75,14.05
Jun,46.75,-123.75,14.2
Jun,47.25,-123.75,13.95
Jun,47.75,-123.75,12.55
Jun,48.25,-123.75,13.25
Jun,48.75,-123.75,14.55
Jun,49.25,-123.75,14.95
Mar,38.75,-123.75,10.5
Mar,39.25,-123.75,11.0
Mar,39.75,-123.75,9.5
Mar,40.25,-123.75,8.25
Mar,40.75,-123.75,7.2
Mar,41.25,-123.75,6.8
Mar,41.75,-123.75,5.0
Mar,42.25,-123.75,5.75
Mar,42.75,-123.75,5.949999999999999
Mar,43.25,-123.75,6.85
Mar,43.75,-123.75,7.15
Mar,44.25,-123.75,6.699999999999999
Mar,44.75,-123.75,6.25
Mar,45.25,-123.75,6.25
Mar,45.75,-123.75,5.75
Mar,46.25,-123.75,6.25
Mar,46.75,-123.75,6.3
Mar,47.25,-123.75,6.300000000000001
Mar,47.75,-123.75,4.699999999999999
Mar,48.25,-123.75,5.199999999999999
Mar,48.75,-123.75,4.449999999999999
Mar,49.25,-123.75,5.15
May,38.75,-123.75,13.85
May,39.25,-123.75,15.45
May,39.75,-123.75,14.100000000000001
May,40.25,-123.75,13.350000000000001
May,40.75,-123.75,12.4
May,41.25,-123.75,12.649999999999999
May,41.75,-123.75,11.6
May,42.25,-123.75,12.4
May,42.75,-123.75,12.85
May,43.25,-123.75,13.45
May,43.75,-123.75,13.55
May,44.25,-123.75,13.8
May,44.75,-123.75,13.2
May,45.25,-123.75,13.05
May,45.75,-123.75,12.5
May,46.25,-123.75,13.2
May,46.75,-123.75,13.399999999999999
May,47.25,-123.75,13.25
May,47.75,-123.75,11.85
May,48.25,-123.75,12.5
May,48.75,-123.75,13.2
May,49.25,-123.75,13.7
Nov,38.75,-123.75,12.2
Nov,39.25,-123.75,12.7
Nov,39.75,-123.75,11.4
Nov,40.25,-123.75,10.4
Nov,40.75,-123.75,9.3
Nov,41.25,-123.75,8.5
Nov,41.75,-123.75,6.699999999999999
Nov,42.25,-123.75,6.75
Nov,42.75,-123.75,6.85
Nov,43.25,-123.75,7.75
Nov,43.75,-123.75,7.95
Nov,44.25,-123.75,7.55
Nov,44.75,-123.75,7.2
Nov,45.25,-123.75,7.300000000000001
Nov,45.75,-123.75,7.05
Nov,46.25,-123.75,7.7
Nov,46.75,-123.75,7.5
Nov,47.25,-123.75,7.300000000000001
Nov,47.75,-123.75,5.9
Nov,48.25,-123.75,6.4
Nov,48.75,-123.75,5.6
Nov,49.25,-123.75,5.9
Oct,38.75,-123.75,14.5
Oct,39.25,-123.75,15.7
Oct,39.75,-123.75,14.25
Oct,40.25,-123.75,13.0
Oct,40.75,-123.75,11.899999999999999
Oct,41.25,-123.75,11.45
Oct,41.75,-123.75,9.95
Oct,42.25,-123.75,10.350000000000001
Oct,42.75,-123.75,10.350000000000001
Oct,43.25,-123.75,11.05
Oct,43.75,-123.75,11.1
Oct,44.25,-123.75,10.600000000000001
Oct,44.75,-123.75,10.2
Oct,45.25,-123.75,10.15
Oct,45.75,-123.75,9.75
Oct,46.25,-123.75,10.25
Oct,46.75,-123.75,10.350000000000001
Oct,47.25,-123.75,10.05
Oct,47.75,-123.75,8.649999999999999
Oct,48.25,-123.75,8.8
Oct,48.75,-123.75,8.7
Oct,49.25,-123.75,8.899999999999999
Sep,38.75,-123.75,17.0
Sep,39.25,-123.75,19.2
Sep,39.75,-123.75,17.7
Sep,40.25,-123.75,16.35
Sep,40.75,-123.75,15.350000000000001
Sep,41.25,-123.75,15.350000000000001
Sep,41.75,-123.75,14.35
Sep,42.25,-123.75,14.850000000000001
Sep,42.75,-123.75,15.05
Sep,43.25,-123.75,15.8
Sep,43.75,-123.75,16.0
Sep,44.25,-123.75,15.399999999999999
Sep,44.75,-123.75,15.0
Sep,45.25,-123.75,14.8
Sep,45.75,-123.75,14.15
Sep,46.25,-123.75,14.45
Sep,46.75,-123.75,14.75
Sep,47.25,-123.75,14.5
Sep,47.75,-123.75,13.25
Sep,48.25,-123.75,13.55
Sep,48.75,-123.75,14.1
Sep,49.25,-123.75,14.6
Apr,38.25,-123.25,14.1
Apr,38.75,-123.25,14.05
Apr,39.25,-123.25,12.45
Apr,39.75,-123.25,10.8
Apr,40.25,-123.25,8.7
Apr,40.75,-123.25,9.2
Apr,41.25,-123.25,7.75
Apr,41.75,-123.25,7.7
Apr,42.25,-123.25,10.0
Apr,42.75,-123.25,10.4
Apr,43.25,-123.25,11.1
Apr,43.75,-123.25,11.0
Apr,44.25,-123.25,11.1
Apr,44.75,-123.25,10.6
Apr,45.25,-123.25,10.0
Apr,45.75,-123.25,8.7
Apr,46.25,-123.25,9.05
Apr,46.75,-123.25,9.35
Apr,47.25,-123.25,9.899999999999999
Apr,47.75,-123.25,7.1
Apr,48.25,-123.25,9.2
Apr,48.75,-123.25,9.45
Apr,49.25,-123.25,8.85
Aug,38.25,-123.25,19.4
Aug,38.75,-123.25,21.549999999999997
Aug,39.25,-123.25,21.35
Aug,39.75,-123.25,19.85
Aug,40.25,-123.25,18.2
Aug,40.75,-123.25,19.05
Aug,41.25,-123.25,17.95
Aug,41.75,-123.25,18.299999999999997
Aug,42.25,-123.25,20.75
Aug,42.75,-123.25,20.9
Aug,43.25,-123.25,21.1
Aug,43.75,-123.25,20.7
Aug,44.25,-123.25,20.85
Aug,44.75,-123.25,20.049999999999997
Aug,45.25,-123.25,19.049999999999997
Aug,45.75,-123.25,17.450000000000003
Aug,46.25,-123.25,17.65
Aug,46.75,-123.25,17.950000000000003
Aug,47.25,-123.25,17.9
Aug,47.75,-123.25,15.9
Aug,48.25,-123.25,18.0
Aug,48.75,-123.25,18.75
Aug,49.25,-123.25,18.0
Dec,38.25,-123.25,10.45
Dec,38.75,-123.25,9.8
Dec,39.25,-123.25,8.6
Dec,39.75,-123.25,7.3
Dec,40.25,-123.25,5.6
Dec,40.75,-123.25,5.5
Dec,41.25,-123.25,3.65
Dec,41.75,-123.25,2.85
Dec,42.25,-123.25,3.8
Dec,42.75,-123.25,4.4
Dec,43.25,-123.25,5.55
Dec,43.75,-123.25,5.55
Dec,44.25,-123.25,6.0
Dec,44.75,-123.25,5.699999999999999
Dec,45.25,-123.25,5.55
Dec,45.75,-123.25,4.75
Dec,46.25,-123.25,5.1
Dec,46.75,-123.25,5.25
Dec,47.25,-123.25,5.699999999999999
Dec,47.75,-123.25,4.0
Dec,48.25,-123.25,4.699999999999999
Dec,48.75,-123.25,4.4
Dec,49.25,-123.25,4.35
Feb,38.25,-123.25,9.350000000000001
Feb,38.75,-123.25,9.0
Feb,39.25,-123.25,7.5
Feb,39.75,-123.25,5.9
Feb,40.25,-123.25,3.85
Feb,40.75,-123.25,4.0
Feb,41.25,-123.25,2.15
Feb,41.75,-123.25,1.5
Feb,42.25,-123.25,3.0
Feb,42.75,-123.25,3.4
Feb,43.25,-123.25,4.1
Feb,43.75,-123.25,4.1
Feb,44.25,-123.25,4.050000000000001
Feb,44.75,-123.25,3.65
Feb,45.25,-123.25,3.3499999999999996
Feb,45.75,-123.25,2.35
Feb,46.25,-123.25,2.5999999999999996
Feb,46.75,-123.25,2.8
Feb,47.25,-123.25,3.25
Feb,47.75,-123.25,1.2
Feb,48.25,-123.25,2.1
Feb,48.75,-123.25,1.2
Feb,49.25,-123.25,1.2
Jan,38.25,-123.25,11.850000000000001
Jan,38.75,-123.25,11.05
Jan,39.25,-123.25,9.75
Jan,39.75,-123.25,8.45
Jan,40.25,-123.25,6.5
Jan,40.75,-123.25,6.300000000000001
Jan,41.25,-123.25,4.55
Jan,41.75,-123.25,3.8
Jan,42.25,-123.25,5.1
Jan,42.75,-123.25,5.5
Jan,43.25,-123.25,6.3
Jan,43.75,-123.25,6.4
Jan,44.25,-123.25,6.85
Jan,44.75,-123.25,6.45
Jan,45.25,-123.25,6.45
Jan,45.75,-123.25,5.55
Jan,46.25,-123.25,5.75
Jan,46.75,-123.25,5.95
Jan,47.25,-123.25,6.55
Jan,47.75,-123.25,4.699999999999999
Jan,48.25,-123.25,5.300000000000001
Jan,48.75,-123.25,4.9
Jan,49.25,-123.25,5.05
Jul,38.25,-123.25,19.55
Jul,38.75,-123.25,21.9
Jul,39.25,-123.25,21.8
Jul,39.75,-123.25,20.5
Jul,40.25,-123.25,18.75
Jul,40.75,-123.25,19.55
Jul,41.25,-123.25,18.5
Jul,41.75,-123.25,18.65
Jul,42.25,-123.25,21.0
Jul,42.75,-123.25,21.0
Jul,43.25,-123.25,20.9
Jul,43.75,-123.25,20.5
Jul,44.25,-123.25,20.65
Jul,44.75,-123.25,19.65
Jul,45.25,-123.25,18.75
Jul,45.75,-123.25,17.1
Jul,46.25,-123.25,17.35
Jul,46.75,-123.25,17.65
Jul,47.25,-123.25,17.65
Jul,47.75,-123.25,15.5
Jul,48.25,-123.25,17.700000000000003
Jul,48.75,-123.25,18.55
Jul,49.25,-123.25,17.6
Jun,38.25,-123.25,18.1
Jun,38.75,-123.25,19.65
Jun,39.25,-123.25,19.05
Jun,39.75,-123.25,17.65
Jun,40.25,-123.25,15.75
Jun,40.75,-123.25,16.55
Jun,41.25,-123.25,15.100000000000001
Jun,41.75,-123.25,15.100000000000001
Jun,42.25,-123.25,17.450000000000003
Jun,42.75,-123.25,17.4
Jun,43.25,-123.25,17.5
Jun,43.75,-123.25,17.1
Jun,44.25,-123.25,17.0
Jun,44.75,-123.25,16.4
Jun,45.25,-123.25,15.7
Jun,45.75,-123.25,14.2
Jun,46.25,-123.25,14.35
Jun,46.75,-123.25,14.75
Jun,47.25,-123.25,14.85
Jun,47.75,-123.25,12.25
Jun,48.25,-123.25,14.65
Jun,48.75,-123.25,15.3
Jun,49.25,-123.25,14.75
Mar,38.25,-123.25,11.149999999999999
Mar,38.75,-123.25,10.85
Mar,39.25,-123.25,9.1
Mar,39.75,-123.25,7.5
Mar,40.25,-123.25,5.25
Mar,40.75,-123.25,5.7
Mar,41.25,-123.25,4.05
Mar,41.75,-123.25,3.7
Mar,42.25,-123.25,5.9
Mar,42.75,-123.25,6.4
Mar,43.25,-123.25,7.25
Mar,43.75,-123.25,7.35
Mar,44.25,-123.25,7.55
Mar,44.75,-123.25,7.05
Mar,45.25,-123.25,6.45
Mar,45.75,-123.25,5.25
Mar,46.25,-123.25,5.55
Mar,46.75,-123.25,5.8
Mar,47.25,-123.25,6.5
Mar,47.75,-123.25,3.9
Mar,48.25,-123.25,5.6
Mar,48.75,-123.25,5.550000000000001
Mar,49.25,-123.25,5.449999999999999
May,38.25,-123.25,14.65
May,38.75,-123.25,15.899999999999999
May,39.25,-123.25,14.899999999999999
May,39.75,-123.25,13.399999999999999
May,40.25,-123.25,11.75
May,40.75,-123.25,12.5
May,41.25,-123.25,11.2
May,41.75,-123.25,11.4
May,42.25,-123.25,13.850000000000001
May,42.75,-123.25,13.95
May,43.25,-123.25,14.55
May,43.75,-123.25,14.35
May,44.25,-123.25,15.15
May,44.75,-123.25,14.5
May,45.25,-123.25,14.0
May,45.75,-123.25,12.7
May,46.25,-123.25,13.100000000000001
May,46.75,-123.25,13.600000000000001
May,47.25,-123.25,14.0
May,47.75,-123.25,11.399999999999999
May,48.25,-123.25,13.5
May,48.75,-123.25,14.15
May,49.25,-123.25,13.5
Nov,38.25,-123.25,12.6
Nov,38.75,-123.25,12.4
Nov,39.25,-123.25,10.9
Nov,39.75,-123.25,9.6
Nov,40.25,-123.25,7.6
Nov,40.75,-123.25,7.6
Nov,41.25,-123.25,5.85
Nov,41.75,-123.25,5.25
Nov,42.25,-123.25,6.55
Nov,42.75,-123.25,6.8
Nov,43.25,-123.25,7.699999999999999
Nov,43.75,-123.25,7.75
Nov,44.25,-123.25,7.9
Nov,44.75,-123.25,7.5
Nov,45.25,-123.25,7.1
Nov,45.75,-123.25,6.15
Nov,46.25,-123.25,6.45
Nov,46.75,-123.25,6.6
Nov,47.25,-123.25,7.05
Nov,47.75,-123.25,5.0
Nov,48.25,-123.25,6.15
Nov,48.75,-123.25,6.35
Nov,49.25,-123.25,6.1
Oct,38.25,-123.25,15.350000000000001
Oct,38.75,-123.25,16.0
Oct,39.25,-123.25,14.7
Oct,39.75,-123.25,13.15
Oct,40.25,-123.25,11.100000000000001
Oct,40.75,-123.25,11.399999999999999
Oct,41.25,-123.25,9.649999999999999
Oct,41.75,-123.25,9.25
Oct,42.25,-123.25,10.7
Oct,42.75,-123.25,10.9
Oct,43.25,-123.25,11.6
Oct,43.75,-123.25,11.4
Oct,44.25,-123.25,11.3
Oct,44.75,-123.25,10.8
Oct,45.25,-123.25,10.35
Oct,45.75,-123.25,9.35
Oct,46.25,-123.25,9.55
Oct,46.75,-123.25,9.6
Oct,47.25,-123.25,9.850000000000001
